,decibel
44722,35.18313521146372
44723,37.312433285659516
44724,40.76536739876113
44725,49.19889535391759
44726,51.867645482327625
44727,41.7938163396898
44728,37.70041737948296
44729,35.63619643534889
44730,34.76045014737618
44731,34.39085360748044
44732,33.93128040701524
44733,33.210729781585464
44734,32.43318971540714
44735,31.943108900385127
44736,32.16053201314973
44737,33.25936455894299
44738,35.54912154171071
44739,41.029856960160984
44740,57.740619040153945
44741,39.21853127747524
44742,34.97327978723942
44743,32.95957698249511
44744,31.746203050064302
44745,31.08055606867876
44746,31.02836779861213
44747,31.583715458070408
44748,32.57350011699654
44749,33.54461426104184
44750,33.93128040701524
44751,33.8524086652899
44752,33.780904719432826
44753,33.67798043338167
44754,33.89839924750839
44755,35.46232104094652
44756,39.015645170029465
44757,43.94773199993913
44758,46.7869805026002
44759,44.754366091375516
44760,41.55375605970127
44761,39.14615975331844
44762,37.35151393686037
44763,36.072837743833325
44764,35.493418748742414
44765,35.628480784651984
44766,36.33793637911358
44767,37.13918397661396
44768,36.43381910014659
44769,34.15147030624815
44770,32.214519415828605
44771,31.195051957779945
44772,30.502180738859668
44773,29.77819504783268
44774,29.061112622871022
44775,28.339568138841365
44776,27.676566190080912
44777,27.24479560655417
44778,27.300001821471866
44779,28.097162736834733
44780,29.648536233146668
44781,31.463874274320162
44782,32.9888225937031
44783,34.39834706105496
44784,35.85607100493464
44785,36.34691802138527
44786,35.34511352277408
44787,34.17179582967948
44788,33.71643214659757
44789,33.70335562907761
44790,33.64604709633029
44791,33.369892198797885
44792,32.60741442762911
44793,31.508429516975877
44794,30.69976482372183
44795,30.269990193248503
44796,30.005971320483653
44797,29.914165467714213
44798,29.85215129777497
44799,29.457474171562495
44800,28.696441997492084
44801,27.82215997348255
44802,26.830707516466266
44803,25.598428293039028
44804,24.340666702437716
44805,23.454622887103255
44806,23.091406396459856
44807,23.10848946849358
44808,23.315675545801803
44809,23.4882224534849
44810,23.391724141928712
44811,23.068769070797195
44812,22.741033837481552
44813,22.4885311324522
44814,22.2586111168752
44815,21.951264733705344
44816,21.57778816151618
44817,21.31943071544706
44818,21.26866724452079
44819,21.370475699505466
44820,21.57301919832939
44821,21.88350225091543
44822,22.298236164927637
44823,22.675866051551893
44824,22.828703117547168
44825,22.843388378640057
44826,22.946961734350108
44827,23.2191432922559
44828,23.61991995280215
44829,24.052752919392493
44830,24.421878716385063
44831,24.699705081079042
44832,24.95383151875542
44833,25.218025052982934
44834,25.332374497842174
44835,25.155405991546203
44836,24.811981275205643
44837,24.36692127402551
44838,23.79867670231706
44839,23.32732749182955
44840,23.171279666003883
44841,23.136968177569575
44842,22.819530724371823
44843,22.128943145355507
44844,21.28708906655815
